종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"065440","이루온","KOSDAQ","소프트웨어","2260","-50","-2.16","61641545200"
"115610","이미지스","KOSDAQ","반도체","2365","-85","-3.47","36251372740"
"349720","이베스트스팩5호","KOSDAQ","금융","2190","-5","-0.23","7927800000"
"078020","이베스트투자증권","KOSDAQ","금융","7790","10","0.13","432198470100"
"131400","이브이첨단소재","KOSDAQ","IT부품","1595","-45","-2.74","78702743735"
"351330","이삭엔지니어링","KOSDAQ","컴퓨터서비스","12400","50","0.40","102777648000"
"080010","이상네트웍스","KOSDAQ","인터넷","7690","20","0.26","69325350000"
"086890","이수앱지스","KOSDAQ","제약","7840","-160","-2.00","260152117120"
"047560","이스트소프트","KOSDAQ","소프트웨어","13400","-400","-2.90","152444188800"
"900110","이스트아시아홀딩스","KOSDAQ","금융","297","-20","-6.31","59988700035"
"067010","이씨에스","KOSDAQ","정보기기","4800","-50","-1.03","59011200000"
"101360","이엔드디","KOSDAQ","화학","26850","900","3.47","277102283550"
"102710","이엔에프테크놀로지","KOSDAQ","화학","35400","800","2.31","505789394400"
"066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠","4215","35","0.84","189598965615"
"063760","이엘피","KOSDAQ","반도체","7380","300","4.24","68819459400"
"123570","이엠넷","KOSDAQ","기타서비스","6420","20","0.31","143012420760"
"083470","이엠앤아이","KOSDAQ","IT부품","3220","0","0.00","51129149960"
"095190","이엠코리아","KOSDAQ","기계·장비","3690","-40","-1.07","157124026530"
"091120","이엠텍","KOSDAQ","IT부품","41000","0","0.00","651405376000"
"039030","이오테크닉스","KOSDAQ","반도체","121600","-400","-0.33","1498057280000"
"294090","이오플로우","KOSDAQ","의료·정밀기기","23150","0","0.00","696660265400"
"088290","이원컴포텍","KOSDAQ","운송장비·부품","8600","0","0.00","195825190600"
"181340","이즈미디어","KOSDAQ","의료·정밀기기","2705","0","0.00","37716353295"
"353810","이지바이오","KOSDAQ","음식료·담배","7710","420","5.76","263618161200"
"099750","이지케어텍","KOSDAQ","소프트웨어","48750","3200","7.03","311317500000"
"377330","이지트로닉스","KOSDAQ","일반전기전자","19300","100","0.52","153733262200"
"035810","이지홀딩스","KOSDAQ","음식료·담배","5240","-40","-0.76","341364227800"
"160600","이큐셀","KOSDAQ","기계·장비","3100","0","0.00","42720312600"
"092130","이크레더블","KOSDAQ","기타서비스","19300","-50","-0.26","232441480000"
"096040","이트론","KOSDAQ","정보기기","278","-6","-2.11","146762801944"
"134060","이퓨쳐","KOSDAQ","출판·매체복제","7530","-10","-0.13","35912452500"
"001840","이화공영","KOSDAQ","건설","7820","100","1.30","154881043200"
"024810","이화전기","KOSDAQ","IT부품","1225","-15","-1.21","102242938175"
"041830","인바디","KOSDAQ","의료·정밀기기","31300","150","0.48","428302376600"
"352940","인바이오","KOSDAQ","화학","7010","320","4.78","76182787300"
"079950","인베니아","KOSDAQ","기계·장비","2815","-50","-1.75","65308000000"
"277410","인산가","KOSDAQ","음식료·담배","2535","65","2.63","82091789715"
"060150","인선이엔티","KOSDAQ","기타서비스","11350","-150","-1.30","528496996200"
"033230","인성정보","KOSDAQ","컴퓨터서비스","2920","-130","-4.26","114508909600"
"037330","인지디스플레","KOSDAQ","IT부품","2585","-45","-1.71","113443304040"
"211050","인카금융서비스","KOSDAQ","금융","18050","-100","-0.55","92740539000"
"083640","인콘","KOSDAQ","통신장비","1320","-20","-1.49","61029953160"
"216050","인크로스","KOSDAQ","기타서비스","38000","-250","-0.65","306157526000"
"049070","인탑스","KOSDAQ","IT부품","39250","900","2.35","675100000000"
"119610","인터로조","KOSDAQ","의료·정밀기기","33300","-500","-1.48","431805995100"
"017250","인터엠","KOSDAQ","일반전기전자","1430","-10","-0.69","30095017810"
"051370","인터플렉스","KOSDAQ","IT부품","17050","50","0.29","397733397600"
"064290","인텍플러스","KOSDAQ","반도체","27400","-300","-1.08","347951558800"
"189300","인텔리안테크","KOSDAQ","일반전기전자","85300","0","0.00","783366965700"
"150840","인트로메딕","KOSDAQ","의료·정밀기기","5850","0","0.00","223669017000"
"048530","인트론바이오","KOSDAQ","제약","18950","-600","-3.07","647156939900"
"175140","인포마크","KOSDAQ","통신장비","7430","70","0.95","65177252820"
"115310","인포바인","KOSDAQ","통신서비스","24150","150","0.63","77108124450"
"039290","인포뱅크","KOSDAQ","통신서비스","19500","0","0.00","169532571000"
"071200","인피니트헬스케어","KOSDAQ","소프트웨어","7090","-60","-0.84","172970887220"
"101930","인화정공","KOSDAQ","운송장비·부품","16950","150","0.89","158172399750"
"333430","일승","KOSDAQ","운송장비·부품","4045","65","1.63","124289691615"
"068330","일신바이오","KOSDAQ","기계·장비","3430","0","0.00","151661360200"
"058450","일야","KOSDAQ","IT부품","685","0","0.00","22858450000"
"019540","일지테크","KOSDAQ","운송장비·부품","3440","-55","-1.57","46486440000"
"094820","일진파워","KOSDAQ","건설","23200","-1350","-5.50","349826048800"
"950140","잉글우드랩","KOSDAQ","화학","8690","-70","-0.80","172651755540"
"049550","잉크테크","KOSDAQ","화학","7290","10","0.14","142929759330"
"254120","자비스","KOSDAQ","기계·장비","2055","5","0.24","45584455935"
"043910","자연과환경","KOSDAQ","기타서비스","1900","-25","-1.30","154611827400"
"234920","자이글","KOSDAQ","일반전기전자","3550","30","0.85","48034730500"
"289220","자이언트스텝","KOSDAQ","오락·문화","33550","-850","-2.47","732532511700"
"174880","장원테크","KOSDAQ","통신장비","1805","-35","-1.90","34528662665"
"049630","재영솔루텍","KOSDAQ","IT부품","979","-12","-1.21","79131298279"
"110020","전진바이오팜","KOSDAQ","화학","5280","-90","-1.68","33482428320"
"208140","정다운","KOSDAQ","음식료·담배","3365","410","13.87","109982487790"
"022220","정산애강","KOSDAQ","화학","2105","-30","-1.41","109027588795"
"040420","정상제이엘에스","KOSDAQ","기타서비스","7670","10","0.13","120246823840"
"045510","정원엔시스","KOSDAQ","컴퓨터서비스","2000","-30","-1.48","64418584000"
"217190","제너셈","KOSDAQ","반도체","9130","-120","-1.30","80062558620"
"095700","제넥신","KOSDAQ","기타서비스","38600","-1100","-2.77","966124495200"
"072520","제넨바이오","KOSDAQ","유통","2395","-50","-2.04","100203370360"
"122310","제노레이","KOSDAQ","의료·정밀기기","11350","-50","-0.44","165186129400"
"361390","제노코","KOSDAQ","통신장비","31950","-1100","-3.33","239650208550"
"187420","제노포커스","KOSDAQ","제약","6170","-10","-0.16","138818891700"
"225220","제놀루션","KOSDAQ","제약","15300","150","0.99","146377854000"
"123330","제닉","KOSDAQ","화학","6350","-50","-0.78","44450000000"
"159580","제로투세븐","KOSDAQ","유통","10450","-250","-2.34","209341046200"
"147830","제룡산업","KOSDAQ","금속","3530","-40","-1.12","70600000000"
"033100","제룡전기","KOSDAQ","IT부품","5120","-70","-1.35","82239534080"
"079370","제우스","KOSDAQ","기계·장비","30600","-550","-1.77","317750400000"
"054950","제이브이엠","KOSDAQ","기계·장비","18800","200","1.08","227289969600"
"023440","제이스코홀딩스","KOSDAQ","금속","2820","-20","-0.70","102521624520"
"090470","제이스텍","KOSDAQ","반도체","7000","-40","-0.57","102184656000"
"287410","제이시스메디칼","KOSDAQ","의료·정밀기기","9590","110","1.16","683761936480"
"137950","제이씨케미칼","KOSDAQ","화학","10050","170","1.72","223791530700"
"033320","제이씨현시스템","KOSDAQ","유통","6680","-40","-0.60","127684405760"
"204270","제이앤티씨","KOSDAQ","일반전기전자","6480","-150","-2.26","374858059680"
"026040","제이에스티나","KOSDAQ","기타제조","3695","65","1.79","60981504050"
"126880","제이엔케이히터","KOSDAQ","기계·장비","6870","-60","-0.87","159417683610"
"322510","제이엘케이","KOSDAQ","소프트웨어","6330","-60","-0.94","96054515370"
"033050","제이엠아이","KOSDAQ","출판·매체복제","1390","0","0.00","45285285380"
"094970","제이엠티","KOSDAQ","IT부품","4135","-60","-1.43","69253972400"
"058420","제이웨이","KOSDAQ","오락·문화","2160","0","0.00","7799412240"
"089790","제이티","KOSDAQ","반도체","9060","-60","-0.66","93458547780"
"052670","제일바이오","KOSDAQ","제약","2295","30","1.32","66851201880"
"199820","제일전기공업","KOSDAQ","일반전기전자","14700","-200","-1.34","163317000000"
"038010","제일테크노스","KOSDAQ","금속","5960","-330","-5.25","53640000000"
"276730","제주맥주","KOSDAQ","음식료·담배","3215","-35","-1.08","182468807115"
"080220","제주반도체","KOSDAQ","반도체","5860","0","0.00","201835001380"
"216080","제테마","KOSDAQ","제약","18250","-200","-1.08","324228751750"
"229000","젠큐릭스","KOSDAQ","제약","14800","-100","-0.67","97064630800"
"082270","젬백스","KOSDAQ","기계·장비","14550","-150","-1.02","579277156650"
"064800","젬백스링크","KOSDAQ","유통","1710","15","0.88","142234597170"
"044060","조광ILI","KOSDAQ","기계·장비","8460","-270","-3.09","127238366160"
"034940","조아제약","KOSDAQ","제약","3440","-40","-1.15","106570604880"
"067000","조이시티","KOSDAQ","디지털컨텐츠","7750","-170","-2.15","530211623250"
"033340","좋은사람들","KOSDAQ","섬유·의류","1055","0","0.00","52653176320"
"036930","주성엔지니어링","KOSDAQ","반도체","23150","-500","-2.11","1116969257800"
"239340","줌인터넷","KOSDAQ","인터넷","5690","-110","-1.90","153514117460"
"051980","중앙디앤엠","KOSDAQ","화학","316","0","0.00","32862638040"
"072020","중앙백신","KOSDAQ","제약","14750","300","2.08","146910000000"
"000440","중앙에너비스","KOSDAQ","유통","30950","-50","-0.16","192729673500"
"078650","지나인제약","KOSDAQ","의료·정밀기기","2120","0","0.00","8647007240"
"228760","지노믹트리","KOSDAQ","제약","12400","-400","-3.13","252061148800"
"314130","지놈앤컴퍼니","KOSDAQ","제약","26100","-600","-2.25","367129673100"
"389030","지니너스","KOSDAQ","기타서비스","11100","850","8.29","120649396500"
"043610","지니뮤직","KOSDAQ","디지털컨텐츠","5340","-50","-0.93","310336438920"
"263860","지니언스","KOSDAQ","소프트웨어","10650","-250","-2.29","100584990000"
"303030","지니틱스","KOSDAQ","반도체","3035","20","0.66","108488102380"
"036180","지더블유바이텍","KOSDAQ","유통","1910","-40","-2.05","88606462380"
"208350","지란지교시큐리티","KOSDAQ","출판·매체복제","5450","50","0.93","45270648450"
"144510","지씨셀","KOSDAQ","기타서비스","65700","-1500","-2.23","1038082600800"
"382480","지아이텍","KOSDAQ","기계·장비","3665","20","0.55","144243918100"
"382800","지앤비에스엔지니어링","KOSDAQ","기계·장비","16550","50","0.30","118574427900"
"051160","지어소프트","KOSDAQ","소프트웨어","16550","-250","-1.49","256101816500"
"053050","지에스이","KOSDAQ","전기·가스·수도","5740","110","1.95","172128806780"
"119850","지엔씨에너지","KOSDAQ","일반전기전자","4770","-20","-0.42","78461295930"
"270520","지엔원에너지","KOSDAQ","기타서비스","2980","5","0.17","93002545840"
"065060","지엔코","KOSDAQ","섬유·의류","776","9","1.17","76054242144"
"204840","지엘팜텍","KOSDAQ","기타서비스","903","-8","-0.88","55854217083"
"311320","지오엘리먼트","KOSDAQ","일반전기전자","26000","150","0.58","161978180000"
"388050","지투파워","KOSDAQ","일반전기전자","25150","-650","-2.52","92723900250"
"219750","지티지웰니스","KOSDAQ","의료·정밀기기","1425","0","0.00","27234074175"
"018120","진로발효","KOSDAQ","음식료·담배","29350","-50","-0.17","194329872000"
"109820","진매트릭스","KOSDAQ","기타서비스","6290","-50","-0.79","128275995600"
"086060","진바이오텍","KOSDAQ","음식료·담배","6200","800","14.81","53385639400"
"036890","진성티이씨","KOSDAQ","기계·장비","12050","400","3.43","270911329400"
"363250","진시스템","KOSDAQ","의료·정밀기기","13050","-50","-0.38","89773299000"
"007370","진양제약","KOSDAQ","제약","7000","-180","-2.51","84000000000"
"085660","차바이오텍","KOSDAQ","제약","18600","-200","-1.06","1046590714800"
"261780","차백신연구소","KOSDAQ","기타서비스","7430","-100","-1.33","196368673660"
"158310","참존글로벌","KOSDAQ","기계·장비","1680","0","0.00","80373095040"
"094850","참좋은여행","KOSDAQ","기타서비스","14200","-300","-2.07","198800000000"
"004650","창해에탄올","KOSDAQ","음식료·담배","14150","250","1.80","130051022750"
"278280","천보","KOSDAQ","화학","275300","-3300","-1.18","2753000000000"
"066360","체리부로","KOSDAQ","음식료·담배","1415","50","3.66","66324628535"
"047820","초록뱀미디어","KOSDAQ","오락·문화","2520","-20","-0.79","546656110560"
"052300","초록뱀컴퍼니","KOSDAQ","운송","1295","15","1.17","149028602590"
"094360","칩스앤미디어","KOSDAQ","반도체","22300","300","1.36","214979024500"
"016920","카스","KOSDAQ","유통","3005","-5","-0.17","79613081690"
"284620","카이노스메드","KOSDAQ","기타서비스","2545","30","1.19","280963576790"
"293490","카카오게임즈","KOSDAQ","디지털컨텐츠","62200","-2400","-3.72","4888153882600"
"042000","카페24","KOSDAQ","인터넷","19700","-350","-1.75","443194800600"
"317530","캐리소프트","KOSDAQ","오락·문화","9690","-110","-1.12","67357089240"
"071850","캐스텍코리아","KOSDAQ","운송장비·부품","2635","-55","-2.04","43659810380"
"050110","캠시스","KOSDAQ","IT부품","1915","25","1.32","141373185970"
"223310","커머스마이너","KOSDAQ","소프트웨어","3320","0","0.00","44267239920"
"900310","컬러레이","KOSDAQ","금융","1505","15","1.01","81270000000"
"078340","컴투스","KOSDAQ","디지털컨텐츠","101400","-2000","-1.93","1304654988000"
"063080","컴투스홀딩스","KOSDAQ","디지털컨텐츠","93200","-1800","-1.89","614671894400"
"307930","컴퍼니케이","KOSDAQ","금융","9190","-70","-0.76","143455900000"
"079190","케스피온","KOSDAQ","통신장비","1435","-25","-1.71","45610322695"
"263700","케어랩스","KOSDAQ","소프트웨어","9030","-20","-0.22","161302086330"
"214370","케어젠","KOSDAQ","제약","114300","-3000","-2.56","1227924900000"
"221980","케이디켐","KOSDAQ","화학","15650","-200","-1.26","63144620000"
"330990","케이비제19호스팩","KOSDAQ","금융","2040","5","0.25","8774040000"
"342550","케이비제20호스팩","KOSDAQ","금융","2200","0","0.00","14302200000"
"192250","케이사인","KOSDAQ","소프트웨어","2510","-30","-1.18","177384855070"
"115500","케이씨에스","KOSDAQ","컴퓨터서비스","6740","-50","-0.74","80880000000"
"089150","케이씨티","KOSDAQ","컴퓨터서비스","7150","-160","-2.19","122622500000"
"025880","케이씨피드","KOSDAQ","음식료·담배","5220","565","12.14","87256778760"
"093320","케이아이엔엑스","KOSDAQ","인터넷","52900","-500","-0.94","258152000000"
"073010","케이에스피","KOSDAQ","기계·장비","2125","55","2.66","76908546125"
"105330","케이엔더블유","KOSDAQ","일반전기전자","10100","-400","-3.81","122567358200"
"272110","케이엔제이","KOSDAQ","기계·장비","14100","100","0.71","111748069500"
"039420","케이엘넷","KOSDAQ","통신서비스","3730","-75","-1.97","90097142900"
"083550","케이엠","KOSDAQ","섬유·의류","7860","-70","-0.88","88437701760"
"032500","케이엠더블유","KOSDAQ","통신장비","31950","-250","-0.78","1272277211850"
"225430","케이엠제약","KOSDAQ","화학","2010","-15","-0.74","56052970500"
"102370","케이옥션","KOSDAQ","유통","28850","150","0.52","257036767000"
"036030","케이티알파","KOSDAQ","유통","6780","40","0.59","332350738740"
"064820","케이프","KOSDAQ","운송장비·부품","5250","-50","-0.94","162234072000"
"347140","케이프이에스제4호","KOSDAQ","금융","2165","0","0.00","6514485000"
"256940","케이피에스","KOSDAQ","반도체","8160","-40","-0.49","152989049280"
"024880","케이피에프","KOSDAQ","금속","7240","850","13.30","128280130000"
"042040","케이피엠테크","KOSDAQ","화학","809","-11","-1.34","129155523240"
"054410","케이피티유","KOSDAQ","금속","6980","20","0.29","35318800000"
"258610","케일럼","KOSDAQ","금속","4850","-5","-0.10","107411795700"
"274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품","12700","-150","-1.17","151517045200"
"217600","켐온","KOSDAQ","기타서비스","2960","0","0.00","189029566400"
"089010","켐트로닉스","KOSDAQ","화학","27800","250","0.91","413056764600"
"220260","켐트로스","KOSDAQ","화학","10450","-50","-0.48","277534308150"
"052400","코나아이","KOSDAQ","소프트웨어","24800","-350","-1.39","385866126400"
"046070","코다코","KOSDAQ","운송장비·부품","1625","-10","-0.61","63479416000"
"047770","코데즈컴바인","KOSDAQ","섬유·의류","2525","-5","-0.20","95552570050"
"078940","코드네이처","KOSDAQ","건설","1780","0","0.00","57764597380"
"080530","코디","KOSDAQ","화학","1835","-40","-2.13","51914531830"
"224060","코디엠","KOSDAQ","반도체","199","0","0.00","54478257512"
"104540","코렌텍","KOSDAQ","의료·정밀기기","12900","-300","-2.27","152603155800"
"027050","코리아나","KOSDAQ","화학","4610","20","0.44","184400000000"
"290510","코리아센터","KOSDAQ","소프트웨어","6990","-40","-0.57","741757410600"
"190650","코리아에셋투자증권","KOSDAQ","금융","12150","50","0.41","77614200000"
"101670","코리아에스이","KOSDAQ","금속","2235","25","1.13","42241500000"
"123410","코리아에프티","KOSDAQ","운송장비·부품","3470","0","0.00","96608492080"
"036690","코맥스","KOSDAQ","통신장비","4700","90","1.95","71850455700"
"049430","코메론","KOSDAQ","의료·정밀기기","11550","-100","-0.86","104504400000"
"183300","코미코","KOSDAQ","반도체","55000","-100","-0.18","551124585000"
"041960","코미팜","KOSDAQ","제약","9000","-140","-1.53","577672884000"
"089890","코세스","KOSDAQ","반도체","11200","-350","-3.03","185751574400"
"009730","코센","KOSDAQ","금속","2715","0","0.00","51080816355"
"082660","코스나인","KOSDAQ","화학","1175","-45","-3.69","56344108775"
"222040","코스맥스엔비티","KOSDAQ","음식료·담배","6340","-160","-2.46","130781520000"
"241710","코스메카코리아","KOSDAQ","화학","16050","350","2.23","171414000000"
"069110","코스온","KOSDAQ","화학","2630","0","0.00","62963935800"
"166480","코아스템","KOSDAQ","제약","13350","-300","-2.20","212384335650"
"045970","코아시아","KOSDAQ","IT부품","8660","-130","-1.48","227886826160"
"196450","코아시아옵틱스","KOSDAQ","의료·정밀기기","2760","0","0.00","113802047760"
"029960","코엔텍","KOSDAQ","기타서비스","8420","40","0.48","421000000000"
"102940","코오롱생명과학","KOSDAQ","제약","34850","-600","-1.69","397720606600"
"950160","코오롱티슈진","KOSDAQ","제약","8010","0","0.00","520009600500"
"056000","코원플레이","KOSDAQ","디지털컨텐츠","2860","0","0.00","56399843500"
"033290","코웰패션","KOSDAQ","유통","8200","-30","-0.36","725701918800"
"056360","코위버","KOSDAQ","통신장비","9000","-130","-1.42","88171200000"
"282880","코윈테크","KOSDAQ","기계·장비","32650","300","0.93","318349678450"
"121850","코이즈","KOSDAQ","IT부품","3125","-80","-2.50","51919296875"
"015710","코콤","KOSDAQ","통신장비","6300","-150","-2.33","110442150000"
"052330","코텍","KOSDAQ","정보기기","11300","50","0.44","175992437600"
"322780","코퍼스코리아","KOSDAQ","오락·문화","3430","30","0.88","122641961820"
"126600","코프라","KOSDAQ","화학","7550","-130","-1.69","186776686700"
"200130","콜마비앤에이치","KOSDAQ","제약","34600","-1300","-3.62","1022207106800"
"294570","쿠콘","KOSDAQ","소프트웨어","49200","-2000","-3.91","496510902000"
"317690","퀀타매트릭스","KOSDAQ","의료·정밀기기","7810","-150","-1.88","128704199910"
"365270","큐라클","KOSDAQ","기타서비스","21600","-1050","-4.64","295649308800"
"060280","큐렉소","KOSDAQ","유통","7870","-90","-1.13","263242599030"
"040350","큐로컴","KOSDAQ","컴퓨터서비스","1180","-30","-2.48","148648696960"
"051780","큐로홀딩스","KOSDAQ","유통","648","28","4.52","80625747600"
"115180","큐리언트","KOSDAQ","기타서비스","30300","0","0.00","269168898600"
"182360","큐브엔터","KOSDAQ","오락·문화","18900","-350","-1.82","260908584300"
"066310","큐에스아이","KOSDAQ","반도체","17850","-100","-0.56","165498434850"
"016600","큐캐피탈","KOSDAQ","금융","738","35","4.98","131546368656"
"096240","크레버스","KOSDAQ","기타서비스","31700","-150","-0.47","365937318800"
"043590","크로바하이텍","KOSDAQ","반도체","2485","0","0.00","88852772855"
"114120","크루셜텍","KOSDAQ","IT부품","1085","0","0.00","22743026775"
"110790","크리스에프앤씨","KOSDAQ","섬유·의류","43950","1100","2.57","514895346000"
"900250","크리스탈신소재","KOSDAQ","금융","1235","-20","-1.59","88710823110"
"083790","크리스탈지노믹스","KOSDAQ","기타서비스","5420","-30","-0.55","375315954120"
"045520","크린앤사이언스","KOSDAQ","기계·장비","16150","-200","-1.22","104975000000"
"036170","클라우드에어","KOSDAQ","반도체","1405","-5","-0.35","86218704530"
"214150","클래시스","KOSDAQ","의료·정밀기기","21750","100","0.46","1408893268500"
"352770","클리노믹스","KOSDAQ","기타서비스","11350","-300","-2.58","152886100350"
"237880","클리오","KOSDAQ","화학","21550","250","1.17","384202644950"
"139670","키네마스터","KOSDAQ","소프트웨어","15450","50","0.32","209290443150"
"413600","키움제6호스팩","KOSDAQ","금융","2420","-160","-6.20","8300600000"
"054780","키이스트","KOSDAQ","오락·문화","10950","-150","-1.35","214048333350"
"219130","타이거일렉","KOSDAQ","반도체","19350","100","0.52","122181511500"
"065130","탑엔지니어링","KOSDAQ","기계·장비","7100","-10","-0.14","113431424700"
"134580","탑코미디어","KOSDAQ","통신장비","10900","-450","-3.96","142938076500"
"023160","태광","KOSDAQ","금속","11100","0","0.00","294150000000"
"053620","태양","KOSDAQ","금속","9260","-80","-0.86","79636000000"
"044490","태웅","KOSDAQ","금속","12500","0","0.00","250092262500"
"124560","태웅로직스","KOSDAQ","운송","9690","0","0.00","189311514480"
"191420","테고사이언스","KOSDAQ","제약","17900","-150","-0.83","145148128600"
"073640","테라사이언스","KOSDAQ","금속","2360","-20","-0.84","174825670640"
"182690","테라셈","KOSDAQ","반도체","1440","0","0.00","30474933120"
"066700","테라젠이텍스","KOSDAQ","제약","5270","0","0.00","171140272450"
"095610","테스","KOSDAQ","반도체","28150","0","0.00","556475561900"
"131970","테스나","KOSDAQ","반도체","48600","0","0.00","717315442200"
"089030","테크윙","KOSDAQ","반도체","22700","0","0.00","440115953600"
"054450","텔레칩스","KOSDAQ","반도체","19300","-50","-0.26","260664082300"
"091440","텔레필드","KOSDAQ","통신장비","3165","35","1.12","29041644375"
"200230","텔콘RF제약","KOSDAQ","통신장비","2100","-30","-1.41","218644526100"
"215480","토박스코리아","KOSDAQ","유통","1440","-40","-2.70","69227696160"
"051360","토비스","KOSDAQ","정보기기","9980","-120","-1.19","163842238840"
"045340","토탈소프트","KOSDAQ","소프트웨어","6100","-260","-4.09","52204044000"
"108230","톱텍","KOSDAQ","기계·장비","8520","-120","-1.39","323958047400"
"079970","투비소프트","KOSDAQ","소프트웨어","1665","15","0.91","68017980600"
"199800","툴젠","KOSDAQ","기타서비스","71000","-2900","-3.92","557522317000"
"105550","트루윈","KOSDAQ","일반전기전자","3550","-50","-1.39","77122081500"
"290090","트윔","KOSDAQ","소프트웨어","19850","-150","-0.75","145600742500"
"026150","특수건설","KOSDAQ","건설","12000","-50","-0.41","210555972000"
"322180","티라유텍","KOSDAQ","소프트웨어","11650","-150","-1.27","63681812500"
"117730","티로보틱스","KOSDAQ","기계·장비","8520","-90","-1.05","120450077160"
"033830","티비씨","KOSDAQ","방송서비스","1430","-35","-2.39","143000000000"
"057680","티사이언티픽","KOSDAQ","디지털컨텐츠","3695","-110","-2.89","191916999360"
"064760","티씨케이","KOSDAQ","반도체","135600","5500","4.23","1583130000000"
"246710","티앤알바이오팹","KOSDAQ","제약","26300","-400","-1.50","272609809600"
"340570","티앤엘","KOSDAQ","제약","42100","-900","-2.09","342188800000"
"043220","티에스넥스젠","KOSDAQ","기계·장비","1690","-10","-0.59","153984987130"
"277880","티에스아이","KOSDAQ","기계·장비","13400","450","3.47","248358682000"
"131290","티에스이","KOSDAQ","반도체","79600","-400","-0.50","880489748400"
"356860","티엘비","KOSDAQ","일반전기전자","39650","3450","9.53","194931889750"
"062860","티엘아이","KOSDAQ","반도체","9300","760","8.90","91816296000"
"321550","티움바이오","KOSDAQ","기타서비스","16800","-100","-0.59","401809396800"
"104480","티케이케미칼","KOSDAQ","화학","5000","-80","-1.57","454477170000"
"081150","티플랙스","KOSDAQ","금속","6100","60","0.99","148037252200"
"130740","티피씨글로벌","KOSDAQ","운송장비·부품","3655","-45","-1.22","41216261745"
"084730","팅크웨어","KOSDAQ","통신장비","18400","-300","-1.60","191832548800"
"046210","파나진","KOSDAQ","의료·정밀기기","4065","-35","-0.85","130635522900"
"058530","파나케이아","KOSDAQ","유통","1620","0","0.00","29287053360"
"034230","파라다이스","KOSDAQ","오락·문화","16300","-350","-2.10","1482365553600"
"033540","파라텍","KOSDAQ","기계·장비","2205","25","1.15","110547963855"
"043200","파루","KOSDAQ","IT부품","1265","0","0.00","52882458475"
"214450","파마리서치","KOSDAQ","제약","94700","-400","-0.42","957599771000"
"208340","파멥신","KOSDAQ","제약","5400","-70","-1.28","138665444400"
"177830","파버나인","KOSDAQ","일반전기전자","5080","0","0.00","72129416320"
"037070","파세코","KOSDAQ","일반전기전자","19350","200","1.04","387000000000"
"150900","파수","KOSDAQ","소프트웨어","11650","300","2.64","135488591300"
"037030","파워넷","KOSDAQ","일반전기전자","5250","-60","-1.13","92728398000"
"047310","파워로직스","KOSDAQ","IT부품","7780","-140","-1.77","267795239960"
"368770","파이버프로","KOSDAQ","의료·정밀기기","3005","-45","-1.48","96352996125"
"170790","파이오링크","KOSDAQ","통신장비","15250","-300","-1.93","104559032500"
"049120","파인디앤씨","KOSDAQ","IT부품","2375","-15","-0.63","66923037375"
"038950","파인디지털","KOSDAQ","통신장비","6980","-210","-2.92","71271139700"
"106240","파인테크닉스","KOSDAQ","IT부품","13000","-250","-1.89","587500797000"
"131760","파인텍","KOSDAQ","IT부품","1395","-20","-1.41","59882876235"
"065690","파커스","KOSDAQ","IT부품","3285","-25","-0.76","46152052335"
"140860","파크시스템스","KOSDAQ","의료·정밀기기","118100","-700","-0.59","819396577900"
"091700","파트론","KOSDAQ","IT부품","11850","0","0.00","698180835900"
"032800","판타지오","KOSDAQ","오락·문화","772","3","0.39","49933628552"
"318010","팜스빌","KOSDAQ","음식료·담배","13150","50","0.38","104270794700"
"027710","팜스토리","KOSDAQ","음식료·담배","3150","155","5.18","350962290000"
"225590","패션플랫폼","KOSDAQ","섬유·의류","2470","-40","-1.59","65792681110"
"054300","팬스타엔터프라이즈","KOSDAQ","기계·장비","909","-12","-1.30","52843828725"
"068050","팬엔터테인먼트","KOSDAQ","오락·문화","5090","-170","-3.23","138692228380"
"222110","팬젠","KOSDAQ","제약","8260","-40","-0.48","88197223800"
"263750","펄어비스","KOSDAQ","디지털컨텐츠","93800","400","0.43","6211576700000"
"251970","펌텍코리아","KOSDAQ","화학","20100","0","0.00","249240000000"
"087010","펩트론","KOSDAQ","제약","9320","-170","-1.79","192242269960"
"119500","포메탈","KOSDAQ","금속","5660","-70","-1.22","67055333120"
"022100","포스코 ICT","KOSDAQ","기타서비스","6120","10","0.16","930452541480"
"009520","포스코엠텍","KOSDAQ","금속","7470","-40","-0.53","311070991410"
"189690","포시에스","KOSDAQ","소프트웨어","8900","-290","-3.16","77195404900"
"318020","포인트모바일","KOSDAQ","일반전기전자","18100","0","0.00","229187123200"
"256630","포인트엔지니어링","KOSDAQ","금속","3215","15","0.47","186091665230"
"331380","포커스에이치엔에스","KOSDAQ","일반전기전자","3065","-85","-2.70","55349553830"
"141020","포티스","KOSDAQ","유통","1335","0","0.00","43790846220"
"234100","폴라리스세원","KOSDAQ","운송장비·부품","3780","-85","-2.20","126561003660"
"041020","폴라리스오피스","KOSDAQ","소프트웨어","1950","-40","-2.01","80721476550"
"114630","폴라리스우노","KOSDAQ","화학","4215","-85","-1.98","57214262475"
"123010","폴라리스웍스","KOSDAQ","반도체","1445","-15","-1.03","85536533685"
"290720","푸드나무","KOSDAQ","유통","31550","150","0.48","214730372700"
